100.000000	150.000000	0
100.000000	148.000000	0
100.000000	146.000000	0
100.000000	144.000000	0
100.000000	142.000000	2
100.000000	140.000000	2
100.000000	138.000000	5
100.000000	136.000000	11
100.000000	134.000000	14
100.000000	132.000000	17
100.000000	130.000000	38
100.000000	128.000000	36
100.000000	126.000000	43
100.000000	124.000000	48
100.000000	122.000000	63
100.000000	120.000000	65
100.000000	118.000000	76
100.000000	116.000000	80
100.000000	114.000000	85
100.000000	112.000000	93
100.000000	110.000000	94
100.000000	108.000000	99
100.000000	106.000000	100
100.000000	104.000000	98
100.000000	102.000000	100
100.000000	100.000000	100
100.000000	98.000000	100
100.000000	96.000000	100
100.000000	94.000000	100
100.000000	92.000000	100
100.000000	90.000000	100
100.000000	88.000000	100
100.000000	86.000000	100
100.000000	84.000000	100
100.000000	82.000000	100
100.000000	80.000000	100
100.000000	156.000000	0
100.000000	154.000000	0
100.000000	152.000000	0
100.000000	150.000000	0
