20.000000	30.000000	55
20.000000	29.500000	45
20.000000	29.000000	58
20.000000	28.500000	61
20.000000	28.000000	62
20.000000	27.500000	57
20.000000	27.000000	63
20.000000	26.500000	64
20.000000	26.000000	70
20.000000	25.500000	64
20.000000	25.000000	74
20.000000	24.500000	73
20.000000	24.000000	71
20.000000	23.500000	80
20.000000	23.000000	73
20.000000	22.500000	88
20.000000	22.000000	76
20.000000	21.500000	80
20.000000	21.000000	79
20.000000	20.500000	90
20.000000	20.000000	89
20.000000	19.500000	90
20.000000	19.000000	91
20.000000	18.500000	88
20.000000	18.000000	95
20.000000	17.500000	91
20.000000	17.000000	92
20.000000	16.500000	100
20.000000	16.000000	97
20.000000	15.500000	93
20.000000	15.000000	96
20.000000	14.500000	96
20.000000	14.000000	98
20.000000	13.500000	98
20.000000	13.000000	98
20.000000	12.500000	96
20.000000	12.000000	99
20.000000	11.500000	100
20.000000	11.000000	100
20.000000	10.500000	100
20.000000	10.000000	99
20.000000	9.500000	99
20.000000	9.000000	100
20.000000	8.500000	100
20.000000	8.000000	100
20.000000	7.500000	100
20.000000	7.000000	100
20.000000	6.500000	100
20.000000	6.000000	100
20.000000	5.500000	100
20.000000	5.000000	100
20.000000	4.500000	100
20.000000	4.000000	100
20.000000	3.500000	100
20.000000	3.000000	100
20.000000	2.500000	100
20.000000	2.000000	100
20.000000	1.500000	100
20.000000	1.000000	100
20.000000	0.500000	100
20.000000	0.000000	100
20.000000	45.000000	4
20.000000	44.500000	8
20.000000	44.000000	6
20.000000	43.500000	6
20.000000	43.000000	6
20.000000	42.500000	7
20.000000	42.000000	12
20.000000	41.500000	10
20.000000	41.000000	18
20.000000	40.500000	8
20.000000	40.000000	7
20.000000	39.500000	19
20.000000	39.000000	14
20.000000	38.500000	18
20.000000	38.000000	23
20.000000	37.500000	21
20.000000	37.000000	25
20.000000	36.500000	22
20.000000	36.000000	29
20.000000	35.500000	22
20.000000	35.000000	27
20.000000	34.500000	32
20.000000	34.000000	36
20.000000	33.500000	38
20.000000	33.000000	30
20.000000	32.500000	33
20.000000	32.000000	39
20.000000	31.500000	46
20.000000	31.000000	44
20.000000	30.500000	46
20.000000	30.000000	49
20.000000	29.500000	47
20.000000	29.000000	53
20.000000	28.500000	60
20.000000	28.000000	65
20.000000	27.500000	63
20.000000	27.000000	64
20.000000	26.500000	69
20.000000	26.000000	70
20.000000	25.500000	80
20.000000	25.000000	73
20.000000	24.500000	74
20.000000	24.000000	74
20.000000	23.500000	80
20.000000	23.000000	82
20.000000	22.500000	85
20.000000	22.000000	82
20.000000	21.500000	85
20.000000	21.000000	82
20.000000	20.500000	86
20.000000	20.000000	90
20.000000	19.500000	93
20.000000	19.000000	84
20.000000	18.500000	86
20.000000	18.000000	91
20.000000	17.500000	89
20.000000	17.000000	94
20.000000	16.500000	96
20.000000	16.000000	95
20.000000	15.500000	96
20.000000	15.000000	96
20.000000	50.000000	4
20.000000	49.500000	0
20.000000	49.000000	2
20.000000	48.500000	2
20.000000	48.000000	2
20.000000	47.500000	3
20.000000	47.000000	4
20.000000	46.500000	1
20.000000	46.000000	2
20.000000	45.500000	3
20.000000	45.000000	3
20.000000	60.000000	0
20.000000	59.500000	0
20.000000	59.000000	0
20.000000	58.500000	0
20.000000	58.000000	0
20.000000	57.500000	0
20.000000	57.000000	0
20.000000	56.500000	0
20.000000	56.000000	0
20.000000	55.500000	0
20.000000	55.000000	0
20.000000	54.500000	0
20.000000	54.000000	0
20.000000	53.500000	0
20.000000	53.000000	0
20.000000	52.500000	0
20.000000	52.000000	1
20.000000	51.500000	0
20.000000	51.000000	1
20.000000	50.500000	1
20.000000	50.000000	1
