1	0	0	1	0.356762	0.315502	387
1	1	0	1	0.343582	0.313553	387
1	2	0	1	0.4465	0.259187	387
2	0	0	1	0.4023	0.26988	387
2	1	0	1	0.343273	0.337831	387
2	2	0	1	0.394824	0.327723	387
3	0	0	1	0.417441	0.335029	387
3	1	0	1	0.40103	0.309785	387
3	2	0	1	0.355341	0.301204	387
4	0	0	1	0.359573	0.330386	387
4	1	0	1	0.447281	0.294927	387
4	2	0	1	0.395747	0.266131	387
5	0	0	1	0.484238	0.289553	387
5	1	0	1	0.369897	0.300349	387
5	2	0	1	0.406481	0.277087	387
6	0	0	1	0.372822	0.360177	387
6	1	0	1	0.421229	0.293986	387
6	2	0	1	0.363743	0.263666	387
7	0	0	1	0.346011	0.329083	387
7	1	0	1	0.404648	0.299613	387
7	2	0	1	0.392337	0.26299	387
1	0	1	0	0.356762	0.349575	387
1	1	1	0	0.343582	0.356331	387
1	2	1	0	0.4465	0.378491	387
2	0	1	0	0.4023	0.393058	387
2	1	1	0	0.343273	0.491694	387
2	2	1	0	0.394824	0.44991	387
3	0	1	0	0.417441	0.368409	387
3	1	1	0	0.40103	0.404664	387
3	2	1	0	0.355341	0.430358	387
4	0	1	0	0.359573	0.37076	387
4	1	1	0	0.447281	0.3405	387
4	2	1	0	0.395747	0.343794	387
5	0	1	0	0.484238	0.354838	387
5	1	1	0	0.369897	0.346408	387
5	2	1	0	0.406481	0.372399	387
6	0	1	0	0.372822	0.4276	387
6	1	1	0	0.421229	0.324749	387
6	2	1	0	0.363743	0.384731	387
7	0	1	0	0.346011	0.407953	387
7	1	1	0	0.404648	0.352379	387
7	2	1	0	0.392337	0.419197	387
