0	1	0	5.86861	3.00563
0	2	0	4.73869	2.65657
0	3	0	4.40559	2.48136
0	4	0	5.08421	2.35825
0	5	0	5	2.55973
0	6	0	4.79679	2.44105
0	7	0	5.64662	3.484
0	1	1	5.22917	2.54056
0	2	1	4.32	2.18838
0	3	1	4.19231	2.25012
0	4	1	4.65497	2.18266
0	5	1	4.81395	2.60223
0	6	1	4.80921	2.19069
0	7	1	5.05839	2.46957
0	1	2	5.9771	3.5693
0	2	2	4.8895	3.11456
0	3	2	4.48462	2.61721
0	4	2	5.3587	2.9565
0	5	2	4.92537	2.75526
0	6	2	5.28402	3.06379
0	7	2	5.6383	2.63978
1	1	0	6.04444	3.70158
1	2	0	5.40816	3.62626
1	3	0	5.12057	3.43424
1	4	0	5.34737	2.79574
1	5	0	5.1958	2.79425
1	6	0	5.41711	2.95009
1	7	0	5.78195	2.88199
1	1	1	5.6069	2.64522
1	2	1	5.01156	2.73066
1	3	1	4.77698	2.30121
1	4	1	5.28977	2.82262
1	5	1	5.03759	2.28893
1	6	1	5.41718	2.66956
1	7	1	5.34028	2.65666
1	1	2	6.13971	3.1557
1	2	2	4.99444	3.31913
1	3	2	4.96296	3.16791
1	4	2	5.63793	2.83065
1	5	2	5.31579	2.9389
1	6	2	5.5503	2.8985
1	7	2	5.56115	3.54846
