1	2	0	0.871738	-4.40227	0.850531
1	3	0	0.320072	-1.94193	0.305306
1	4	0	0.309536	-6.09257	0.316089
1	5	0	0.310185	-2.73232	0.311163
1	6	0	0.849556	-4.66866	0.862769
1	7	0	0.136234	-6.9773	0.160937
2	1	0	0.871738	3.34955	0.893474
2	3	0	0.316971	-0.693317	0.310091
2	4	0	0.325539	-4.67173	0.340761
2	5	0	0.311344	-1.43205	0.320275
2	6	0	0.852714	-1.02363	0.887568
2	7	0	0.158878	-6.12394	0.192366
3	1	0	0.320072	-1.53089	0.335552
3	2	0	0.317359	-5.59907	0.324614
3	4	0	0.890746	-4.30143	0.953596
3	5	0	0.870084	-1.03269	0.91504
3	6	0	0.321577	-5.84754	0.342373
3	7	0	0.0132224	-7.32468	0.0163754
4	1	0	0.309536	-0.351863	0.303119
4	2	0	0.325746	-4.33501	0.311232
4	3	0	0.890746	3.02445	0.832039
4	5	0	0.895551	2.54717	0.879748
4	6	0	0.323937	-4.55622	0.322155
4	7	0	0.0165981	-7.23689	0.0192012
5	1	0	0.310185	-1.3528	0.309211
5	2	0	0.311672	-5.41282	0.303135
5	3	0	0.870084	0.202217	0.827337
5	4	0	0.895551	-3.68053	0.911638
5	6	0	0.316635	-5.6482	0.32055
5	7	0	0.0142723	-7.31	0.0168073
6	1	0	0.849556	3.22894	0.836546
6	2	0	0.852714	-0.927063	0.819228
6	3	0	0.321577	-0.640512	0.302044
6	4	0	0.323937	-4.65711	0.325729
6	5	0	0.316635	-1.37257	0.312769
6	7	0	0.288225	-5.09998	0.335273
7	1	0	0.136234	-1.58185	0.115323
7	2	0	0.158878	-5.50353	0.131219
7	3	0	0.0132224	-2.60565	0.0106765
7	4	0	0.0165981	-6.75546	0.0143478
7	5	0	0.0142723	-3.39964	0.0121197
7	6	0	0.288225	-4.94079	0.247779
1	2	1	0.895772	-3.23728	0.889404
1	3	1	0.219817	-3.21286	0.216209
1	4	1	0.204057	-6.27403	0.196084
1	5	1	0.893088	-1.47092	0.886957
1	6	1	0.873933	-3.46203	0.86803
1	7	1	0.222502	-6.45357	0.24286
2	1	1	0.895772	2.17613	0.902186
2	3	1	0.205435	-2.70954	0.203555
2	4	1	0.208517	-5.70673	0.201756
2	5	1	0.893404	1.07473	0.893624
2	6	1	0.875864	-0.960018	0.876177
2	7	1	0.240816	-5.62447	0.264731
3	1	1	0.219817	-2.86778	0.223485
3	2	1	0.20631	-5.74966	0.208261
3	4	1	0.90557	-3.44968	0.884709
3	5	1	0.189224	-4.04336	0.19106
3	6	1	0.205045	-5.89872	0.207058
3	7	1	0.019544	-7.28129	0.0216881
4	1	1	0.204057	-2.27866	0.212354
4	2	1	0.209317	-5.0717	0.216279
4	3	1	0.90557	2.47287	0.926924
4	5	1	0.182048	-3.49339	0.188149
4	6	1	0.202513	-5.26469	0.209324
4	7	1	0.0274539	-7.14995	0.0311842
5	1	1	0.893088	0.560147	0.899261
5	2	1	0.893404	-2.28967	0.893184
5	3	1	0.189224	-3.12555	0.187405
5	4	1	0.182048	-6.1651	0.176144
5	6	1	0.868398	-2.55271	0.868494
5	7	1	0.243436	-6.08098	0.267545
6	1	1	0.873933	2.15604	0.879877
6	2	1	0.875864	-0.693649	0.875552
6	3	1	0.205045	-2.66043	0.203051
6	4	1	0.202513	-5.69376	0.195924
6	5	1	0.868398	1.03312	0.868302
6	7	1	0.373352	-4.60635	0.410282
7	1	1	0.222502	-2.26576	0.203851
7	2	1	0.240816	-4.97425	0.219061
7	3	1	0.019544	-3.89773	0.0176118
7	4	1	0.0274539	-6.83475	0.0241699
7	5	1	0.243436	-3.18071	0.221499
7	6	1	0.373352	-4.22919	0.339745
1	2	2	0.908806	-3.40923	0.91627
1	3	2	0.306691	-2.87359	0.312477
1	4	2	0.310403	-6.22521	0.3092
1	5	2	0.906972	-1.26235	0.923488
1	6	2	0.893635	-3.54116	0.923514
1	7	2	0.893635	-3.54116	0.923514
2	1	2	0.908806	2.35166	0.901403
2	3	2	0.304182	-1.97083	0.307465
2	4	2	0.322077	-5.23164	0.318182
2	5	2	0.91003	1.53361	0.919054
2	6	2	0.897922	-0.735713	0.920385
2	7	2	0.897922	-0.735713	0.920385
3	1	2	0.306691	-2.88966	0.301012
3	2	2	0.304665	-5.94992	0.30148
3	4	2	0.921683	-3.75027	0.901113
3	5	2	0.305554	-3.81679	0.305358
3	6	2	0.298963	-6.10455	0.303238
3	7	2	0.298963	-6.10455	0.303238
4	1	2	0.310403	-1.80532	0.31161
4	2	2	0.322467	-4.75666	0.32638
4	3	2	0.921683	2.90809	0.942723
4	5	2	0.311286	-2.70118	0.318188
4	6	2	0.313052	-4.93064	0.324777
4	7	2	0.313052	-4.93064	0.324777
5	1	2	0.906972	0.389195	0.89075
5	2	2	0.91003	-2.62037	0.901094
5	3	2	0.305554	-2.61245	0.305751
5	4	2	0.311286	-5.95669	0.304535
5	6	2	0.892832	-2.75643	0.906182
5	7	2	0.892832	-2.75643	0.906182
6	1	2	0.893635	2.22736	0.864723
6	2	2	0.897922	-0.75171	0.876006
6	3	2	0.298963	-1.99675	0.294747
6	4	2	0.313052	-5.2832	0.30175
6	5	2	0.892832	1.39232	0.879679
6	7	2	1	0	1
7	1	2	0.893635	2.22736	0.864723
7	2	2	0.897922	-0.75171	0.876006
7	3	2	0.298963	-1.99675	0.294747
7	4	2	0.313052	-5.2832	0.30175
7	5	2	0.892832	1.39232	0.879679
7	6	2	1	0	1
