0	1	0	1	0.305794	0.356059	387
0	1	0	2	0.299635	0.420403	387
0	1	1	0	0.305794	0.363101	387
0	1	1	2	0.422432	0.388378	387
0	1	2	0	0.299635	0.364595	387
0	1	2	1	0.422432	0.331928	387
0	2	0	1	0.375271	0.478879	387
0	2	0	2	0.448101	0.425973	387
0	2	1	0	0.375271	0.402914	387
0	2	1	2	0.357464	0.454717	387
0	2	2	0	0.448101	0.38893	387
0	2	2	1	0.357464	0.486151	387
0	3	0	1	0.372729	0.404334	387
0	3	0	2	0.247247	0.453411	387
0	3	1	0	0.372729	0.384171	387
0	3	1	2	0.384366	0.419783	387
0	3	2	0	0.247247	0.41888	387
0	3	2	1	0.384366	0.410975	387
0	4	0	1	0.379201	0.36445	387
0	4	0	2	0.332666	0.362524	387
0	4	1	0	0.379201	0.381688	387
0	4	1	2	0.346386	0.358726	387
0	4	2	0	0.332666	0.396455	387
0	4	2	1	0.346386	0.374585	387
0	5	0	1	0.362568	0.348465	387
0	5	0	2	0.261828	0.410285	387
0	5	1	0	0.362568	0.402596	387
0	5	1	2	0.321908	0.39988	387
0	5	2	0	0.261828	0.431753	387
0	5	2	1	0.321908	0.359731	387
0	6	0	1	0.34181	0.348674	387
0	6	0	2	0.409552	0.369025	387
0	6	1	0	0.34181	0.417369	387
0	6	1	2	0.292858	0.383773	387
0	6	2	0	0.409552	0.413329	387
0	6	2	1	0.292858	0.36094	387
0	7	0	1	0.320172	0.378179	387
0	7	0	2	0.326042	0.442793	387
0	7	1	0	0.320172	0.415931	387
0	7	1	2	0.342093	0.43748	387
0	7	2	0	0.326042	0.392983	387
0	7	2	1	0.342093	0.359539	387
1	1	0	1	0.499436	0.266841	387
1	1	0	2	0.436024	0.26218	387
1	1	1	0	0.499436	0.288551	387
1	1	1	2	0.479872	0.249179	387
1	1	2	0	0.436024	0.311356	387
1	1	2	1	0.479872	0.273653	387
1	2	0	1	0.517431	0.293733	387
1	2	0	2	0.492285	0.287428	387
1	2	1	0	0.517431	0.251726	387
1	2	1	2	0.607547	0.239336	387
1	2	2	0	0.492285	0.260454	387
1	2	2	1	0.607547	0.253068	387
1	3	0	1	0.548733	0.257999	387
1	3	0	2	0.539303	0.244467	387
1	3	1	0	0.548733	0.29331	387
1	3	1	2	0.485455	0.26349	387
1	3	2	0	0.539303	0.297616	387
1	3	2	1	0.485455	0.282157	387
1	4	0	1	0.538728	0.254109	387
1	4	0	2	0.399997	0.261881	387
1	4	1	0	0.538728	0.26932	387
1	4	1	2	0.441947	0.253918	387
1	4	2	0	0.399997	0.318735	387
1	4	2	1	0.441947	0.296675	387
1	5	0	1	0.589439	0.227064	387
1	5	0	2	0.489444	0.252415	387
1	5	1	0	0.589439	0.248845	387
1	5	1	2	0.500946	0.248634	387
1	5	2	0	0.489444	0.289985	387
1	5	2	1	0.500946	0.260639	387
1	6	0	1	0.515085	0.262578	387
1	6	0	2	0.436815	0.24589	387
1	6	1	0	0.515085	0.298367	387
1	6	1	2	0.487875	0.211497	387
1	6	2	0	0.436815	0.338503	387
1	6	2	1	0.487875	0.272331	387
1	7	0	1	0.529347	0.257885	387
1	7	0	2	0.451497	0.263404	387
1	7	1	0	0.529347	0.269087	387
1	7	1	2	0.525387	0.239523	387
1	7	2	0	0.451497	0.297633	387
1	7	2	1	0.525387	0.259381	387
