0	1	2	0.832416	7325.15	387
1	1	2	0.866255	6268.89	387
2	1	2	0.891792	6290.22	387
0	1	3	0.896385	5127.4	387
1	1	3	0.900322	5267.62	387
2	1	3	0.921062	5367.38	387
0	1	4	0.821709	7733.27	387
1	1	4	0.86749	6978.44	387
2	1	4	0.889968	7598.12	387
0	1	5	0.907849	5090.86	387
1	1	5	0.909762	4729	387
2	1	5	0.932023	4770.88	387
0	1	6	0.86107	6413.82	387
1	1	6	0.886134	5594.88	387
2	1	6	0.910525	5724.5	387
0	1	7	0.845679	9142.05	387
1	1	7	0.850218	8450.83	387
2	1	7	0.88825	8694.09	387
0	2	1	0.832416	8600.89	387
1	2	1	0.866255	6696.74	387
2	2	1	0.891792	7105.84	387
0	2	3	0.835117	7895.66	387
1	2	3	0.866487	6930.07	387
2	2	3	0.892223	7218.28	387
0	2	4	0.871541	5724.28	387
1	2	4	0.898053	5456.75	387
2	2	4	0.915293	5927.76	387
0	2	5	0.856808	7698.95	387
1	2	5	0.872803	6536.9	387
2	2	5	0.902949	6708.91	387
0	2	6	0.862463	6354.29	387
1	2	6	0.880238	5866.19	387
2	2	6	0.903775	6134.57	387
0	2	7	0.80087	11510.2	387
1	2	7	0.826115	9682.92	387
2	2	7	0.870756	9961.97	387
0	3	1	0.896385	5503.47	387
1	3	1	0.900322	5082.09	387
2	3	1	0.921062	5263.92	387
0	3	2	0.835117	7217.74	387
1	3	2	0.866487	6258.82	387
2	3	2	0.892223	6266.6	387
0	3	4	0.807515	8283.88	387
1	3	4	0.847575	7941.63	387
2	3	4	0.872143	8745.73	387
0	3	5	0.911721	4886.81	387
1	3	5	0.90679	4877.18	387
2	3	5	0.932545	4735.58	387
0	3	6	0.874582	5832.06	387
1	3	6	0.890033	5414.48	387
2	3	6	0.917985	5267.72	387
0	3	7	0.854696	8649.94	387
1	3	7	0.861738	7849.39	387
2	3	7	0.895268	8178.38	387
0	4	1	0.821709	9096.93	387
1	4	1	0.86749	6639.31	387
2	4	1	0.889968	7218.65	387
0	4	2	0.871541	5734.89	387
1	4	2	0.898053	4859.88	387
2	4	2	0.915293	4985.29	387
0	4	3	0.807515	9078.75	387
1	4	3	0.847575	7831.53	387
2	4	3	0.872143	8472.24	387
0	4	5	0.856843	7697.21	387
1	4	5	0.882643	6062.87	387
2	4	5	0.905918	6513.83	387
0	4	6	0.85043	6865.57	387
1	4	6	0.875898	6064.75	387
2	4	6	0.900803	6314.21	387
0	4	7	0.78789	12172.1	387
1	4	7	0.816063	10186.3	387
2	4	7	0.861064	10653.5	387
0	5	1	0.907849	4924.18	387
1	5	1	0.909762	4623.63	387
2	5	1	0.932023	4558.85	387
0	5	2	0.856808	6342.3	387
1	5	2	0.872803	5982.91	387
2	5	2	0.902949	5674.92	387
0	5	3	0.911721	4403.81	387
1	5	3	0.90679	4942.6	387
2	5	3	0.932545	4614.05	387
0	5	4	0.856843	6329.13	387
1	5	4	0.882643	6230.57	387
2	5	4	0.905918	6551.54	387
0	5	6	0.894124	4974.67	387
1	5	6	0.908902	4530.2	387
2	5	6	0.929806	4536.24	387
0	5	7	0.883501	7042.9	387
1	5	7	0.876628	7060.1	387
2	5	7	0.910223	7065.93	387
0	6	1	0.86107	7241.79	387
1	6	1	0.886134	5762.12	387
2	6	1	0.910525	5933.88	387
0	6	2	0.862463	6110.39	387
1	6	2	0.880238	5655.56	387
2	6	2	0.903775	5629.06	387
0	6	3	0.874582	6134.96	387
1	6	3	0.890033	5779.91	387
2	6	3	0.917985	5567.71	387
0	6	4	0.85043	6589.83	387
1	6	4	0.875898	6565.08	387
2	6	4	0.900803	6889.23	387
0	6	5	0.894124	5806.99	387
1	6	5	0.908902	4771.95	387
2	6	5	0.929806	4920.86	387
0	6	7	0.836174	9655.17	387
1	6	7	0.853126	8299.74	387
2	6	7	0.892696	8367.85	387
0	7	1	0.845679	7977.52	387
1	7	1	0.850218	7435.31	387
2	7	1	0.88825	7324.7	387
0	7	2	0.80087	8554.22	387
1	7	2	0.826115	7975.05	387
2	7	2	0.870756	7429.53	387
0	7	3	0.854696	7032.31	387
1	7	3	0.861738	7158.27	387
2	7	3	0.895268	7025.63	387
0	7	4	0.78789	9029.38	387
1	7	4	0.816063	9420	387
2	7	4	0.861064	9447.34	387
0	7	5	0.883501	6353.8	387
1	7	5	0.876628	6353.26	387
2	7	5	0.910223	6229.86	387
0	7	6	0.836174	7462	387
1	7	6	0.853126	7090.43	387
2	7	6	0.892696	6801.08	387
