-9.900000	-18.270000	-18.270000	-18.270000	60.000000
-9.800000	-8.837828	-8.837828	-8.837828	60.000000
-9.700000	6.394622	6.394622	6.394622	60.000000
-9.600000	-8.722883	-8.722883	-8.722883	60.000000
-9.500000	-19.752203	-19.752203	-19.752203	60.000000
-9.400000	-25.565137	-25.565137	-25.565137	60.000000
-9.300000	-37.949456	-37.949456	-37.949456	60.000000
-9.200000	-42.992063	-42.992063	-42.992063	60.000000
-9.100000	-54.769039	-54.769039	-54.769039	60.000000
-9.000000	-30.773148	-30.773148	-30.773148	60.000000
-8.900000	-34.573607	-34.573607	-34.573607	60.000000
-8.800000	-12.135121	-12.135121	-12.135121	60.000000
-8.700000	-30.236451	-30.236451	-30.236451	60.000000
-8.600000	-33.015110	-33.015110	-33.015110	60.000000
-8.500000	-19.908625	-19.908625	-19.908625	60.000000
-8.400000	-30.542294	-30.542294	-30.542294	60.000000
-8.300000	-25.708600	-25.708600	-25.708600	60.000000
-8.200000	-18.823378	-18.823378	-18.823378	60.000000
-8.100000	-17.688385	-17.688385	-17.688385	60.000000
-8.000000	-24.409841	-24.409841	-24.409841	60.000000
-7.900000	-18.710990	-18.710990	-18.710990	60.000000
-7.800000	-4.258382	-4.258382	-4.258382	60.000000
-7.700000	-25.896542	-25.896542	-25.896542	60.000000
-7.600000	-6.514447	-6.514447	-6.514447	60.000000
-7.500000	-8.501350	-8.501350	-8.501350	60.000000
-7.400000	-13.858606	-13.858606	-13.858606	60.000000
-7.300000	-19.237121	-19.237121	-19.237121	60.000000
-7.200000	-10.552927	-10.552927	-10.552927	60.000000
-7.100000	-2.085302	-2.085302	-2.085302	60.000000
-7.000000	-3.080210	-3.080210	-3.080210	60.000000
-6.900000	-28.376533	-28.376533	-28.376533	60.000000
-6.800000	-18.713356	-18.713356	-18.713356	60.000000
-6.700000	-19.474628	-19.474628	-19.474628	60.000000
-6.600000	-18.470297	-18.470297	-18.470297	60.000000
-6.500000	4.412657	4.412657	4.412657	60.000000
-6.400000	-2.905630	-2.905630	-2.905630	60.000000
-6.300000	-6.433915	-6.433915	-6.433915	60.000000
-6.200000	-17.657057	-17.657057	-17.657057	60.000000
-6.100000	-14.219309	-14.219309	-14.219309	60.000000
-6.000000	-16.104595	-16.104595	-16.104595	60.000000
-5.900000	-7.735464	-7.735464	-7.735464	60.000000
-5.800000	-12.792357	-12.792357	-12.792357	60.000000
-5.700000	-36.728822	-36.728822	-36.728822	60.000000
-5.600000	-22.303270	-22.303270	-22.303270	60.000000
-5.500000	-13.275058	-13.275058	-13.275058	60.000000
-5.400000	-14.233285	-14.233285	-14.233285	60.000000
-5.300000	-18.785933	-18.785933	-18.785933	60.000000
-5.200000	-2.003641	-2.003641	-2.003641	60.000000
-5.100000	-15.379354	-15.379354	-15.379354	60.000000
-5.000000	-45.709519	-45.709519	-45.709519	60.000000
-4.900000	-13.888473	-13.888473	-13.888473	60.000000
-4.800000	-11.253832	-11.253832	-11.253832	60.000000
-4.700000	-23.303640	-23.303640	-23.303640	60.000000
-4.600000	8.983038	8.983038	8.983038	60.000000
-4.500000	-11.251221	-11.251221	-11.251221	60.000000
-4.400000	-1.516693	-1.516693	-1.516693	60.000000
-4.300000	1.424297	1.424297	1.424297	60.000000
-4.200000	5.223476	5.223476	5.223476	60.000000
-4.100000	-3.449850	-3.449850	-3.449850	60.000000
-4.000000	14.506265	14.506265	14.506265	60.000000
-3.900000	-11.684966	-11.684966	-11.684966	60.000000
-3.800000	8.510196	8.510196	8.510196	60.000000
-3.700000	-11.272079	-11.272079	-11.272079	60.000000
-3.600000	4.962586	4.962586	4.962586	60.000000
-3.500000	-13.164883	-13.164883	-13.164883	60.000000
-3.400000	-3.688721	-3.688721	-3.688721	60.000000
-3.300000	1.763849	1.763849	1.763849	60.000000
-3.200000	8.912604	8.912604	8.912604	60.000000
-3.100000	-0.547084	-0.547084	-0.547084	60.000000
-3.000000	-4.690809	-4.690809	-4.690809	60.000000
-2.900000	24.201106	24.201106	24.201106	60.000000
-2.800000	30.032355	30.032355	30.032355	60.000000
-2.700000	22.356718	22.356718	22.356718	60.000000
-2.600000	29.577796	29.577796	29.577796	60.000000
-2.500000	51.397863	51.397863	51.397863	60.000000
-2.400000	43.718695	43.718695	43.718695	60.000000
-2.300000	56.634955	56.634955	56.634955	60.000000
-2.200000	67.064196	67.064196	67.064196	60.000000
-2.100000	76.995054	76.995054	76.995054	60.000000
-2.000000	79.894440	79.894440	79.894440	60.000000
-1.900000	72.691534	72.691534	72.691534	60.000000
-1.800000	69.540678	69.540678	69.540678	60.000000
-1.700000	86.012552	86.012552	86.012552	60.000000
-1.600000	66.586527	66.586527	66.586527	60.000000
-1.500000	72.293824	72.293824	72.293824	60.000000
-1.400000	83.031657	83.031657	83.031657	60.000000
-1.300000	82.701666	82.701666	82.701666	60.000000
-1.200000	70.151148	70.151148	70.151148	60.000000
-1.100000	54.633072	54.633072	54.633072	60.000000
-1.000000	63.299311	63.299311	63.299311	60.000000
-0.900000	66.318115	66.318115	66.318115	60.000000
-0.800000	44.596965	44.596965	44.596965	60.000000
-0.700000	50.183316	50.183316	50.183316	60.000000
-0.600000	45.525265	45.525265	45.525265	60.000000
-0.500000	43.477320	43.477320	43.477320	60.000000
