10.000000	20.000000	0
10.000000	19.500000	0
10.000000	19.000000	0
10.000000	18.500000	0
10.000000	18.000000	0
10.000000	17.500000	0
10.000000	17.000000	0
10.000000	16.500000	0
10.000000	16.000000	1
10.000000	15.500000	0
10.000000	15.000000	0
10.000000	14.500000	0
10.000000	14.000000	0
10.000000	13.500000	0
10.000000	13.000000	1
10.000000	12.500000	0
10.000000	12.000000	2
10.000000	11.500000	1
10.000000	11.000000	2
10.000000	10.500000	3
10.000000	10.000000	2
10.000000	9.500000	4
10.000000	9.000000	3
10.000000	8.500000	11
10.000000	8.000000	12
10.000000	7.500000	10
10.000000	7.000000	12
10.000000	6.500000	18
10.000000	6.000000	20
10.000000	5.500000	36
10.000000	5.000000	37
10.000000	4.500000	38
10.000000	4.000000	41
10.000000	3.500000	52
10.000000	3.000000	50
10.000000	2.500000	62
10.000000	2.000000	68
10.000000	1.500000	84
10.000000	1.000000	83
10.000000	0.500000	85
10.000000	0.000000	90
