-9.900000	-1.455769	0.542900	-0.412420	-0.112250	-0.915427	1.897382	-0.809779	450.000000 
-9.800000	1.368139	-0.246443	-0.164728	0.250532	-0.754495	-0.258635	0.146466	450.000000 
-9.700000	0.088019	1.723634	1.026837	0.362393	2.093430	2.169642	1.926825	450.000000 
-9.600000	-0.125902	-1.878870	0.027011	-0.955842	-0.191074	1.702227	-0.135758	450.000000 
-9.500000	1.232799	-0.623237	0.653220	0.409489	0.683085	-2.084596	-0.226997	450.000000 
-9.400000	0.884312	0.169126	-0.762099	-1.124188	1.481773	1.214004	0.426558	450.000000 
-9.300000	1.584151	-0.077472	-0.614923	0.263708	-0.562566	-0.484857	0.962536	450.000000 
-9.200000	0.029550	-0.715292	1.198920	-0.275484	-1.290760	0.175884	1.583806	450.000000 
-9.100000	-1.134293	-1.411611	-1.043582	1.566715	0.733185	-0.363078	0.971998	450.000000 
-9.000000	1.229941	-1.205367	0.203448	0.273209	-0.396282	0.509379	-0.017620	450.000000 
-8.900000	-1.308132	1.387616	-0.768515	0.718625	-0.752740	-1.245822	-0.630927	450.000000 
-8.800000	0.444547	3.080664	-2.588610	-0.908559	-0.961551	0.008567	1.600830	450.000000 
-8.700000	1.640357	-1.710884	-1.116482	0.069886	-1.951466	-1.169726	-0.090229	450.000000 
-8.600000	-0.746065	0.962116	-0.342909	0.985338	0.438261	0.573969	-2.173834	450.000000 
-8.500000	1.419333	0.282799	-1.367495	-1.205410	-0.364408	0.117718	-0.665966	450.000000 
-8.400000	-0.307042	-2.906416	-1.387168	-0.524673	-1.524924	0.143300	-1.174474	450.000000 
-8.300000	0.425968	-0.106061	-1.595763	-1.510407	1.111036	1.237350	-0.254003	450.000000 
-8.200000	1.436863	-0.466103	0.791732	-1.324750	1.124701	0.191856	2.698927	450.000000 
-8.100000	-1.394312	-0.346957	0.650640	1.911844	-0.052600	-0.318743	-0.980015	450.000000 
-8.000000	0.846816	-1.968918	2.069470	1.758534	-0.384211	-1.810352	-2.996229	450.000000 
-7.900000	-1.729532	-0.194193	-1.652241	-0.599973	-2.024971	0.374726	-0.008419	450.000000 
-7.800000	0.279987	-0.556515	-0.322705	-1.662477	-1.355087	-0.913404	0.649433	450.000000 
-7.700000	-1.159447	1.651368	-1.641629	-0.119989	0.498063	-0.082739	0.553639	450.000000 
-7.600000	-1.944445	-1.583168	1.161033	-1.590678	1.473777	0.718522	-0.506498	450.000000 
-7.500000	-1.123785	1.390334	0.815187	-0.336381	-2.313854	0.565070	0.257644	450.000000 
-7.400000	1.378374	1.138099	-0.153912	-1.226610	-0.279983	-0.415220	0.677999	450.000000 
-7.300000	1.753005	1.209326	-0.190517	1.278507	-1.763422	-1.952271	1.232658	450.000000 
-7.200000	-0.012794	-0.948847	1.364084	0.837968	0.231614	-1.886095	0.806529	450.000000 
-7.100000	-0.867904	0.235556	-0.457271	-0.998827	1.686687	1.129946	1.262930	450.000000 
-7.000000	0.336774	2.089296	-0.699679	0.185522	-0.753823	1.210127	3.156815	450.000000 
-6.900000	-0.854501	-0.502413	-0.373802	1.310586	0.810763	-0.288989	-0.285651	450.000000 
-6.800000	0.124884	0.057317	0.491446	1.184934	2.904452	-1.476442	0.903105	450.000000 
-6.700000	1.099812	1.820082	-1.172821	-0.155710	2.988940	2.727049	0.496712	450.000000 
-6.600000	-1.256186	0.841737	0.280757	-2.709875	0.446363	0.954318	2.145985	450.000000 
-6.500000	-0.524317	-1.289468	0.637689	1.648761	0.395860	1.113564	2.456981	450.000000 
-6.400000	0.222045	0.232527	-0.662406	0.383469	1.618673	1.474611	-2.004492	450.000000 
-6.300000	0.778752	-1.275576	2.348525	1.841969	2.754616	-0.905898	3.566974	450.000000 
-6.200000	1.462339	-2.413521	3.013044	3.311691	1.374524	1.206633	0.379692	450.000000 
-6.100000	1.479071	-0.434965	1.257754	2.343697	-0.220483	1.584648	-0.535428	450.000000 
-6.000000	0.243498	-1.871260	2.401847	1.232036	0.714641	0.439700	0.924180	450.000000 
-5.900000	1.754364	0.791240	4.992916	3.122534	1.061692	-0.474388	0.603454	450.000000 
-5.800000	2.104332	2.525093	3.412610	1.991788	1.527239	3.272642	0.766400	450.000000 
-5.700000	0.665182	1.172445	2.108470	4.543848	0.376896	4.076050	0.604275	450.000000 
-5.600000	0.066219	4.702624	4.549295	3.508526	2.057031	3.150531	4.444470	450.000000 
-5.500000	2.642468	2.687290	3.707221	1.831529	3.476245	3.175924	3.017165	450.000000 
-5.400000	2.805234	2.510365	3.453908	2.232244	2.394672	2.083397	4.980622	450.000000 
-5.300000	2.600578	3.473565	4.721971	3.940911	3.488127	4.730149	4.049898	450.000000 
-5.200000	1.569755	3.594726	3.866551	5.858814	3.174073	3.303943	4.881541	450.000000 
