0	0	0	10.3632	13.6422
0	0	1	10.8543	11.6591
0	0	2	10.525	12.118
0	1	0	9.83963	12.2414
0	1	1	10.8595	12.1108
0	1	2	10.37	11.3828
0	2	0	10.2721	12.4774
0	2	1	9.96831	11.3458
0	2	2	10.0623	11.6684
0	3	0	10.0516	12.3613
0	3	1	10.817	11.3034
0	3	2	10.7001	12.3781
0	4	0	10.1318	12.8622
0	4	1	10.7543	12.6766
0	4	2	11.5466	12.6026
0	5	0	10.2257	12.8946
0	5	1	10.3452	13.1152
0	5	2	10.6764	12.447
0	6	0	10.4465	12.5429
0	6	1	11.5482	12.5013
0	6	2	11.4017	12.328
1	0	0	8.81541	11.6352
1	0	1	9.08499	10.9144
1	0	2	9.3724	10.8859
1	1	0	8.67152	11.2982
1	1	1	7.79102	10.8077
1	1	2	8.79681	11.0609
1	2	0	8.8183	10.4589
1	2	1	8.9046	9.8671
1	2	2	8.94228	10.4571
1	3	0	8.40248	11.4856
1	3	1	9.31413	11.1418
1	3	2	9.2271	11.5356
1	4	0	9.20746	11.6491
1	4	1	9.0015	11.145
1	4	2	9.05095	10.9308
1	5	0	8.59753	11.4445
1	5	1	8.73442	11.1172
1	5	2	9.00079	11.9571
1	6	0	8.93896	11.1756
1	6	1	9.50132	10.99
1	6	2	9.40585	10.7386
