0	0	0	0.027389	0.852324
0	0	1	0.0290828	0.850229
0	0	2	0.0279415	0.845442
0	1	0	0.0273265	0.825473
0	1	1	0.0293459	0.820103
0	1	2	0.0286878	0.818244
0	2	0	0.0281737	0.861123
0	2	1	0.0286427	0.858645
0	2	2	0.0277461	0.856203
0	3	0	0.0298008	0.855101
0	3	1	0.0304431	0.853541
0	3	2	0.027924	0.846554
0	4	0	0.0276542	0.85644
0	4	1	0.0280467	0.85255
0	4	2	0.029842	0.849848
0	5	0	0.0290076	0.852149
0	5	1	0.0294856	0.847784
0	5	2	0.0295558	0.847941
0	6	0	0.0297272	0.857761
0	6	1	0.0290376	0.853108
0	6	2	0.0291493	0.851843
1	0	0	0.0258301	0.855581
1	0	1	0.0266581	0.850195
1	0	2	0.0250441	0.847802
1	1	0	0.0280177	0.824931
1	1	1	0.0262053	0.819959
1	1	2	0.0269071	0.817388
1	2	0	0.0265745	0.866874
1	2	1	0.0254892	0.862082
1	2	2	0.0244217	0.859756
1	3	0	0.0268943	0.856139
1	3	1	0.0271548	0.851832
1	3	2	0.0261198	0.848472
1	4	0	0.0276125	0.858172
1	4	1	0.0262865	0.854833
1	4	2	0.0260049	0.853635
1	5	0	0.027957	0.855031
1	5	1	0.0270839	0.851979
1	5	2	0.0260318	0.849254
1	6	0	0.0270294	0.859725
1	6	1	0.0261162	0.85547
1	6	2	0.0254284	0.855874
