121	142	49.0834	0.905	-7.92	15
113	61	43.2768	0.855	-21.9328	6.66666
91	24	41.8601	0.92	-18.3104	-21.6667
119	12	47.1895	0.94	-0.547198	-3.66667
93	130	45.7934	0.84	-20.8768	17.6667
86	105	55.1191	0.895	-17.6128	-24
70	144	41.3198	0.86	6.9408	6.99999
69	66	50.1874	0.84	-2.92799	25.6667
89	77	32.3589	0.88	90.624	22.3333
100	82	23.7778	0.83	-11.9584	0.333324
101	135	61.1397	0.875	-20.3968	-11.6667
66	30	46.8575	0.85	-14.0886	6.33333
79	149	48.8763	0.92	-5.6192	-0.333344
111	150	52.0416	0.935	-1.4336	3.33334
105	74	56.0832	0.855	-16.2912	-6
112	145	52.5943	0.87	-5.472	11.3333
68	83	46.2117	0.915	-12.2048	-5.33333
107	119	51.8482	0.995	22.0192	15
114	108	51.6233	0.92	1.1584	-0.666663
10	15	53.4528	1.20272e-153	-1.3088	5.21738e-58
105	10	90.8763	0.855	-38.7872	-6
112	80	55.0176	0.87	-9.8656	11.3333
63	20	49.7541	0.84	-0.307203	9
88	89	49.4715	0.895	-16.7904	7.66668
100	19	54.2565	0.83	-28.5696	0.333324
99	78	59.7888	0.93	-25.3888	-3.28186e-14
96	57	53.5365	0.86	7.8464	20.6667
82	14	56.3328	0.835	-12.1728	6.33334
114	75	50.9774	0.92	-3.8688	-0.666663
110	73	63.0213	0.865	-5.7504	-3.99999
102	47	47.7655	0.85	-12.6752	5.99999
