-9.900000	-1.045602	-0.698203	0.695330
-9.800000	0.034752	-1.573834	-2.200042
-9.700000	-1.261683	-2.360429	-1.084521
-9.600000	-0.191229	-3.147006	-3.143365
-9.500000	6.174981	3.683416	2.701325
-9.400000	-2.246117	-0.654614	0.364556
-9.300000	2.526097	0.407062	-2.072934
-9.200000	-0.259511	2.681681	0.062040
-9.100000	1.915653	-0.038245	3.030547
-9.000000	-1.526351	-1.949870	-0.161319
-8.900000	0.761485	-1.701540	-1.685816
-8.800000	1.366009	1.017196	-2.502104
-8.700000	-3.414553	-1.897502	0.371613
-8.600000	-0.546288	-4.413295	0.941559
-8.500000	-6.718945	-2.198981	-1.829531
-8.400000	-0.199416	1.848365	0.698139
-8.300000	1.471969	-0.704122	1.484427
-8.200000	0.053584	-2.592774	2.083344
-8.100000	3.553558	1.957371	1.838525
-8.000000	-2.191549	3.183164	-0.834497
-7.900000	0.676217	2.967066	2.546311
-7.800000	0.274954	0.790750	0.240186
-7.700000	-2.761956	-0.091467	-0.496624
-7.600000	4.404095	0.093067	2.344198
-7.500000	-0.690645	3.288506	-0.183769
-7.400000	1.241674	2.596371	3.458326
-7.300000	6.053768	-2.569447	2.521995
-7.200000	0.983005	-1.839505	-0.242869
-7.100000	-2.762319	-1.096281	-3.296511
-7.000000	0.204331	0.923549	-0.214275
-6.900000	-2.027070	2.475688	2.520738
-6.800000	1.616296	2.367029	2.269513
-6.700000	-0.634236	0.757835	-1.453323
-6.600000	0.941782	2.980724	2.788200
-6.500000	-1.189346	-2.704761	-0.682514
-6.400000	3.518734	1.185413	2.718865
-6.300000	-3.157835	2.779040	0.067123
-6.200000	2.800787	3.377588	4.043030
-6.100000	5.001340	0.334125	3.999098
-6.000000	2.837743	2.909521	4.186551
-5.900000	4.437744	4.658331	4.661409
-5.800000	4.224089	3.579738	1.692105
-5.700000	1.604074	4.112409	3.335041
-5.600000	0.385586	4.376293	4.833537
-5.500000	8.341977	3.573316	3.577208
-5.400000	8.551572	5.317450	6.422399
-5.300000	5.184902	5.828122	7.255191
-5.200000	8.628505	7.632049	8.207338
-5.100000	9.643533	7.801762	10.932997
-5.000000	12.246608	4.805283	4.014527
-4.900000	14.267561	11.897819	12.550378
-4.800000	19.784044	11.371766	14.469372
-4.700000	19.817817	13.383608	17.230286
-4.600000	20.128085	17.650380	14.999453
-4.500000	23.160932	21.002866	19.787097
-4.400000	25.012145	20.410119	21.268234
-4.300000	28.724659	28.862190	25.045524
-4.200000	31.443311	29.844141	23.779946
-4.100000	36.566473	30.040855	29.804540
-4.000000	40.987664	30.907224	31.296920
-3.900000	46.332866	42.268080	39.826585
-3.800000	49.470123	42.698120	40.017426
-3.700000	57.216171	44.587871	43.806372
-3.600000	64.978118	51.438942	49.358272
-3.500000	67.694140	53.861445	55.967679
-3.400000	74.034674	62.695942	60.845589
-3.300000	77.735138	66.702675	64.122677
-3.200000	85.652777	72.709897	69.723178
-3.100000	94.505422	79.860904	77.416278
-3.000000	102.275528	82.603306	77.826247
-2.900000	108.204812	93.165956	89.786603
-2.800000	118.801204	100.613683	95.132047
-2.700000	129.702696	110.788023	104.596516
-2.600000	137.130780	115.801705	111.703799
-2.500000	152.706529	125.530384	121.392862
-2.400000	162.387963	136.136243	132.286443
-2.300000	177.572756	144.516151	143.650337
-2.200000	185.186852	155.571251	153.768481
-2.100000	194.777527	167.943870	160.172385
-2.000000	208.180702	174.745001	165.702021
-1.900000	220.781247	185.758018	182.962029
-1.800000	234.224129	193.686028	187.595570
-1.700000	241.762025	205.201532	192.829461
-1.600000	252.751253	211.254155	206.253504
-1.500000	261.270517	221.247366	212.810149
-1.400000	270.856023	227.184906	219.649792
-1.300000	280.285404	234.701949	226.088825
-1.200000	289.102270	240.801171	232.284893
-1.100000	296.769819	250.855560	240.057714
-1.000000	301.204176	258.855891	248.392467
-0.900000	311.830901	266.044568	254.343016
-0.800000	324.294125	267.360356	258.845485
-0.700000	329.874894	272.294630	264.489565
-0.600000	338.442798	284.205281	272.940481
-0.500000	349.702363	291.390355	283.093053
-0.400000	352.573897	297.095528	288.678975
-0.300000	360.616928	302.249414	293.121184
-0.200000	367.827073	305.408501	295.239147
-0.100000	371.111825	310.607929	300.214381
-0.000000	372.895964	311.632411	300.019418
0.100000	373.903093	312.363026	302.291866
0.200000	369.717759	311.535939	298.549275
0.300000	366.645907	307.862460	298.398887
0.400000	362.017797	308.515892	295.601710
0.500000	361.586596	303.663764	292.955502
0.600000	353.137321	295.906873	286.116708
0.700000	347.741104	294.261173	279.944475
0.800000	338.644258	283.543809	274.781583
0.900000	333.265292	276.932495	266.319331
1.000000	322.716564	269.703284	256.939572
1.100000	313.703010	265.811751	253.942416
1.200000	308.948128	256.234970	247.567133
1.300000	298.857234	247.484693	237.651609
1.400000	289.654454	238.902702	231.078041
1.500000	281.917924	236.016139	227.387366
1.600000	272.803267	225.167486	217.847349
1.700000	261.148923	219.374761	213.388852
1.800000	254.086115	214.152523	204.644219
1.900000	243.333445	198.705482	195.979664
2.000000	230.147516	193.352022	184.642841
2.100000	222.529222	185.801044	180.506201
2.200000	209.682769	175.754521	171.592666
2.300000	199.490730	166.848402	163.079274
2.400000	185.507890	155.217820	149.588891
2.500000	168.409899	142.419669	135.586339
2.600000	158.554956	132.445069	129.882228
2.700000	148.745426	127.969600	120.011810
2.800000	136.741089	115.555905	109.419311
2.900000	127.424398	106.086281	102.527587
3.000000	116.646127	99.743933	95.045800
3.100000	111.180376	91.161235	88.872788
3.200000	97.677334	85.506988	80.421410
3.300000	94.474646	79.556398	76.339237
3.400000	86.319253	70.538796	69.032091
3.500000	82.180285	67.488907	68.635567
3.600000	73.504443	64.473072	60.159814
3.700000	66.198245	54.672640	52.626452
3.800000	60.617968	52.184838	48.838080
3.900000	56.692217	48.116021	47.598706
4.000000	55.127247	41.877982	40.621718
4.100000	45.198044	37.369960	39.199707
4.200000	40.435225	35.031231	35.541934
4.300000	36.421528	33.171495	31.625114
4.400000	35.217787	23.463038	22.482533
4.500000	27.300226	22.560617	21.441777
4.600000	24.163487	26.117726	22.779563
4.700000	20.822478	17.448698	15.623094
4.800000	20.943575	15.551970	18.448177
4.900000	20.026222	16.957586	16.973772
5.000000	13.737323	14.516236	15.540159
5.100000	16.467780	10.087987	11.840035
5.200000	9.591379	11.604274	10.816385
5.300000	11.689538	7.755424	8.847651
5.400000	10.055710	8.266630	7.929871
5.500000	7.023096	6.596268	4.358098
5.600000	10.630702	4.420743	4.895413
5.700000	7.654465	1.296316	6.891442
5.800000	5.539027	5.495828	3.784722
5.900000	6.314897	6.980061	2.933208
6.000000	2.820019	0.041515	0.128111
6.100000	5.458613	-0.780113	0.476297
6.200000	3.572664	-1.958062	0.250229
6.300000	-2.479555	4.747768	5.249836
6.400000	5.170270	5.868625	7.217762
6.500000	2.671249	2.574411	4.105657
6.600000	0.896208	1.251406	-0.299775
6.700000	3.175948	2.301302	1.758070
6.800000	-0.397643	0.732229	1.842589
6.900000	2.063711	2.926281	-0.459412
7.000000	2.061659	-0.518520	2.509675
7.100000	3.282948	2.509535	0.781893
7.200000	0.662250	4.168390	0.843113
7.300000	2.063640	1.211707	2.109660
7.400000	2.564283	1.767516	2.104109
7.500000	0.186687	-2.593842	1.770311
7.600000	-1.734028	0.030257	0.019757
7.700000	-2.503886	-2.849809	1.983277
7.800000	-1.372839	3.071865	0.803713
7.900000	0.783670	-2.109938	0.368329
8.000000	0.022529	-3.000925	0.262434
8.100000	-0.725070	3.143637	0.862901
8.200000	2.496707	2.803027	3.035757
8.300000	0.947643	1.223411	2.828501
8.400000	2.292350	3.866512	1.998393
8.500000	1.264440	-4.484647	-3.380812
8.600000	1.523162	1.980473	-0.027656
8.700000	-2.530975	-0.412318	-0.880794
8.800000	2.036885	0.681142	-0.358456
8.900000	0.046743	-2.848577	2.092663
9.000000	0.638470	1.465761	1.672636
9.100000	1.762692	-0.239829	0.247192
9.200000	-0.641195	1.231977	-1.029658
9.300000	1.012109	1.383110	-2.667497
9.400000	-4.088564	4.778870	0.910700
9.500000	0.800607	0.040434	0.395389
9.600000	2.173529	-2.286821	-1.263293
9.700000	-1.422777	-1.178810	-3.428803
9.800000	0.325226	-1.507492	1.758275
9.900000	-1.881660	2.642228	-0.894374
10.000000	-0.484804	-0.489542	-0.192780
