-9.900000	0.327836	1.193586	0.884577	-1.165533	-0.236498	1.818750	0.902640	10.000000 
-9.800000	-0.540420	0.824617	0.076172	0.575706	0.886113	-1.069910	-0.094412	10.000000 
-9.700000	0.179960	-1.046666	-1.594365	-0.683675	-0.474390	-0.051244	0.308546	10.000000 
-9.600000	0.456990	1.906344	0.237780	0.210110	-1.148972	0.609748	0.561636	10.000000 
-9.500000	0.103314	0.303178	1.903804	0.924205	-1.313353	0.513829	-1.443470	10.000000 
-9.400000	0.891276	-0.135433	0.760183	-0.652101	0.026154	0.512413	-1.126660	10.000000 
-9.300000	-0.286212	0.288701	1.719517	-0.714865	1.425508	-0.489642	3.474602	10.000000 
-9.200000	-1.745204	-0.963476	1.865699	-0.063325	-1.434993	-0.330737	-0.656172	10.000000 
-9.100000	1.296156	0.857354	-1.623182	1.779775	-0.612038	2.163794	-0.369574	10.000000 
-9.000000	1.843735	1.283358	0.389107	-0.097110	-0.181615	-0.770156	1.227364	10.000000 
-8.900000	-0.185090	1.980996	-1.638359	0.661469	-0.328678	-0.064893	-0.056964	10.000000 
-8.800000	-0.462688	-0.458867	1.309688	0.287967	0.782495	2.166836	-0.758501	10.000000 
-8.700000	-2.637263	0.109237	0.266088	-0.142929	0.778045	-1.726285	0.756971	10.000000 
-8.600000	-0.186775	1.566638	-1.668943	-0.161294	0.381562	-0.241775	-0.424649	10.000000 
-8.500000	1.575202	0.940753	0.381210	1.424809	0.794446	1.402892	0.959011	10.000000 
-8.400000	0.103038	1.876187	-0.715676	-1.018921	0.314524	1.682972	0.310874	10.000000 
-8.300000	1.195600	-0.579001	1.434383	-0.429513	1.653448	0.383830	-0.383655	10.000000 
-8.200000	1.027509	0.337072	-0.262469	1.569216	0.042261	-1.390972	-1.893488	10.000000 
-8.100000	1.293153	0.431459	-0.838773	-0.901833	1.479886	-1.943447	0.574102	10.000000 
-8.000000	0.660621	-0.698352	-0.408407	-1.562994	-0.957932	0.026721	-2.747349	10.000000 
-7.900000	-0.557486	0.499772	0.219548	1.651407	0.147651	1.198813	0.844366	10.000000 
-7.800000	-0.366102	0.199950	1.400838	-0.409900	-1.101406	-0.494135	-1.094973	10.000000 
-7.700000	0.249812	3.768573	0.262119	1.153506	0.112752	0.145404	-1.305217	10.000000 
-7.600000	-0.576255	-0.704066	1.297629	1.783170	1.665257	-0.343539	1.716412	10.000000 
-7.500000	-0.465131	-0.694029	0.362460	-1.178685	-0.071728	1.468573	-0.032328	10.000000 
-7.400000	-0.055244	0.286594	-2.072986	1.202666	1.533538	0.727077	3.154379	10.000000 
-7.300000	-0.876608	0.506600	0.017521	-0.804313	0.572986	2.120731	0.956162	10.000000 
