-9.900000	-0.302904	-0.827877	1.858985	0.518128	-3.010930	2.021370	0.555740	10.000000 
-9.800000	-0.374393	1.688067	1.263063	-0.793413	0.367633	0.243686	1.377099	10.000000 
-9.700000	-0.205589	-0.925440	2.000351	-0.050390	-0.809633	0.615323	1.047430	10.000000 
-9.600000	1.179348	-3.251048	1.434517	0.759426	0.689710	-2.378511	1.337100	10.000000 
-9.500000	2.161602	1.778415	2.206974	1.312122	-0.301222	0.041881	0.508441	10.000000 
-9.400000	-2.073016	-0.607491	0.200988	-1.820922	-1.237193	2.626463	0.623563	10.000000 
-9.300000	0.210049	0.304270	1.068304	3.556712	0.941759	-0.988703	-0.835027	10.000000 
-9.200000	-0.121963	-0.174949	-2.020709	0.992856	1.054277	-0.064031	0.981301	10.000000 
-9.100000	-0.324767	0.204017	0.299802	0.253133	-0.814259	1.616392	-1.163946	10.000000 
-9.000000	1.245894	0.926085	2.070477	-1.175085	1.384169	0.228497	1.879416	10.000000 
-8.900000	-0.226164	0.561707	-1.472178	-0.977871	0.027515	-1.916051	-0.773142	10.000000 
-8.800000	1.365434	-0.869445	1.377814	0.509803	-1.440468	2.990821	-0.481686	10.000000 
-8.700000	0.181844	1.517510	-0.785889	0.859219	2.373144	1.304618	-0.946344	10.000000 
-8.600000	0.207377	-0.673952	0.151510	0.054233	1.090998	-1.340871	1.987404	10.000000 
-8.500000	-2.704177	1.698008	-1.351381	0.182040	-1.725307	0.961734	-0.662878	10.000000 
-8.400000	0.873697	0.811334	0.506888	-1.454442	-0.269512	0.059130	-1.303813	10.000000 
-8.300000	-0.355326	0.724616	0.663303	1.002536	-1.275351	-0.022425	0.858823	10.000000 
-8.200000	0.520240	-0.653281	1.335717	1.792135	-0.793567	-0.748304	-0.466345	10.000000 
-8.100000	-1.880015	-0.457589	0.545200	0.104743	0.954545	1.110194	0.212496	10.000000 
-8.000000	0.030049	1.996193	-1.310480	-0.555688	1.234112	-1.375444	0.223386	10.000000 
